female,people,indoor,mean AUC,sea,portrait,transport,flower,sky,lake,structures,bird,plant,food,water,baby,animals,male,clouds,car,tree,dog,sunset,night,model,river
0.766088604927,0.927622258663,0.852396607399,0.737438201904,0.781537890434,0.878421068192,0.706176459789,0.782577514648,0.896773576736,0.397554010153,0.904901385307,0.691215276718,0.874860882759,0.805627763271,0.836646556854,0.419792920351,0.835245192051,0.70578712225,0.725642621517,0.574573516846,0.773342967033,0.804142892361,0.621872901917,0.596887588501,benchmark,0.538827836514
0.782866239548,0.930184364319,0.85762912035,0.774339973927,0.766292512417,0.908030390739,0.750607728958,0.801852941513,0.909207761288,0.526312887669,0.913206279278,0.695094168186,0.877319812775,0.802289962769,0.857916116714,0.518368303776,0.855894684792,0.756055057049,0.762232661247,0.675255417824,0.770761966705,0.873875081539,0.670159697533,0.658376574516,1hidden-dropout-SGD005,0.664370179176
0.780971646309,0.932965636253,0.843091368675,0.747266292572,0.781119585037,0.880479991436,0.707663416862,0.824498414993,0.916604340076,0.530687093735,0.910099029541,0.66748213768,0.872982382774,0.819558024406,0.860352933407,0.230721771717,0.857904791832,0.742482066154,0.764404058456,0.595046639442,0.754770517349,0.888735890388,0.609596550465,0.641787052155,2hidden-drop-SGD005,0.520384430885
0.616117238998,0.691330909729,0.639490425587,0.556724488735,0.533089160919,0.573260068893,0.559218585491,0.549816846848,0.675702095032,0.516361415386,0.206543475389,0.518315017223,0.690476179123,0.518070816994,0.57570207119,0.504639804363,0.576190471649,0.618681311607,0.572283267975,0.519658148289,0.599511623383,0.516117215157,0.528327226639,0.543070852757,1hidden-drop-Adam005,0.519413948059
0.77716165781,0.92013657093,0.858760774136,0.761573135853,0.791341006756,0.898617148399,0.77158677578,0.788020789623,0.9084674716,0.519910335541,0.915865838528,0.715273737907,0.872856616974,0.809670329094,0.848357498646,0.313224852085,0.870660662651,0.738669812679,0.760557770729,0.699420690536,0.74810552597,0.901983082294,0.654849410057,0.622015297413,1hidden-drop-Adam5e-4,0.572242021561
0.759234309196,0.924902677536,0.847416162491,0.748895943165,0.763040661812,0.893943369389,0.680688500404,0.784411072731,0.897732377052,0.500131547451,0.895651459694,0.708859562874,0.877222537994,0.804487287998,0.828243196011,0.521578550339,0.830986261368,0.728840172291,0.757067680359,0.56727963686,0.759368419647,0.867682278156,0.63009762764,0.619981765747,sigmoid-Adam5e-4,0.52465492487
0.769575953484,0.923739790916,0.839516639709,0.713543593884,0.801538228989,0.877808690071,0.684267401695,0.77611207962,0.882221341133,0.48216471076,0.896910011768,0.609017908573,0.852285385132,0.700441241264,0.844552099705,0.123929202557,0.806725859642,0.723171889782,0.731263458729,0.621757864952,0.726522803307,0.797852814198,0.607204675674,0.59581798315,1hidden-drop-Adam5e-3,0.450646281242
0.755007743835,0.923599839211,0.815051555634,0.714905083179,0.723711252213,0.854393064976,0.687057733536,0.762990653515,0.882138133049,0.438355773687,0.888336896896,0.663844704628,0.858286738396,0.75546246767,0.821859002113,0.289904206991,0.824775338173,0.713699102402,0.749617934227,0.544555008411,0.714042067528,0.84782987833,0.63702493906,0.619995236397,sigmoid-Adam5e-3,0.386182069778
0.797599136829,0.937821745872,0.834602952003,0.730579078197,0.747454345226,0.909287750721,0.707740366459,0.801090836525,0.886221766472,0.404817044735,0.906169474125,0.709167540073,0.870867967606,0.768486380577,0.818455159664,0.283035635948,0.84606641531,0.722551703453,0.722079277039,0.5563159585,0.740854978561,0.832983195782,0.567139208317,0.626413762569,1hidden-drop-SGD0005,0.536675930023
0.757956683636,0.923509001732,0.84214413166,0.729920208454,0.769240558147,0.88605505228,0.698239088058,0.790389120579,0.891212463379,0.483036279678,0.910787761211,0.66250449419,0.860903799534,0.782749295235,0.837108075619,0.256907522678,0.844774484634,0.741612017155,0.728709816933,0.616488814354,0.740544855595,0.837018668652,0.612154722214,0.627680659294,1hidden-500-SGD0005,0.416358113289
0.78928488493,0.938102483749,0.85263812542,0.748936414719,0.763551533222,0.903679728508,0.706407010555,0.794052958488,0.889370858669,0.510024547577,0.908596873283,0.712293744087,0.878145873547,0.813521981239,0.839962244034,0.309814631939,0.866949081421,0.778384268284,0.75678217411,0.594087064266,0.7550085783,0.888984441757,0.595437765121,0.605565011501,1hidden-500-SGD005,0.523829460144
0.782132446766,0.933161854744,0.850821793079,0.744372189045,0.748456835747,0.870255231857,0.721503376961,0.789314210415,0.898184239864,0.499711275101,0.91663724184,0.733557701111,0.863513588905,0.77089703083,0.84781652689,0.430291116238,0.861313700676,0.735937893391,0.745090305805,0.612760424614,0.723000764847,0.832800686359,0.618131518364,0.592622220516,1hidden-500-SGD005,0.48702019453
